Date,Open,High,Low,Close,Adj Close,Volume
2020-02-17,242.899994,245.000000,241.949997,243.800003,240.852631,1017778
2020-02-18,243.750000,244.850006,241.250000,244.050003,241.099594,1252637
2020-02-19,244.500000,248.350006,244.500000,247.600006,244.606689,1785384
2020-02-20,248.000000,248.550003,245.100006,245.699997,242.729645,2120807
2020-02-24,245.000000,247.800003,242.399994,244.199997,241.247772,3521975
2020-02-25,244.149994,246.649994,242.449997,244.100006,241.149002,2529786
2020-02-26,243.050003,243.449997,238.399994,239.899994,236.999756,3994194
2020-02-27,238.949997,238.949997,230.500000,231.600006,228.800110,4866814
2020-02-28,228.500000,229.500000,219.699997,221.449997,218.772812,5637309
2020-03-02,225.800003,227.000000,218.399994,220.800003,218.130676,5766175
2020-03-03,224.000000,225.800003,220.600006,223.699997,220.995621,5173113
2020-03-04,224.899994,229.750000,222.449997,228.850006,226.083359,4518178
2020-03-05,229.050003,233.899994,228.649994,229.699997,226.923080,2970778
2020-03-06,225.000000,226.000000,222.550003,223.550003,220.847443,2934283
2020-03-09,220.199997,221.000000,213.000000,214.399994,211.808044,8731114
2020-03-11,203.699997,214.399994,203.699997,213.100006,210.523773,6135166
2020-03-12,204.000000,206.949997,197.500000,199.100006,196.693008,5382005
2020-03-13,199.000000,204.449997,169.250000,197.399994,195.013565,6521598
2020-03-16,193.949997,193.949997,178.550003,179.750000,177.576935,5600574
2020-03-17,178.550003,185.550003,170.750000,173.100006,171.007339,6087687
2020-03-18,176.699997,178.500000,168.500000,169.949997,167.895432,6366599
2020-03-19,165.000000,171.350006,159.399994,162.350006,160.387299,5990086
2020-03-20,163.100006,185.800003,162.500000,179.199997,177.033585,10159745
2020-03-23,165.000000,177.000000,165.000000,170.149994,168.092987,5360393
2020-03-24,168.500000,181.750000,168.050003,176.350006,174.218048,6030781
2020-03-25,177.399994,188.000000,170.199997,174.649994,172.538589,6728146
2020-03-26,176.949997,186.800003,172.500000,182.600006,180.392487,5123845
2020-03-27,183.149994,189.500000,181.500000,183.500000,181.281601,6767560
2020-03-30,181.100006,187.399994,179.350006,184.149994,181.923752,3667402
2020-03-31,187.000000,199.800003,185.649994,196.699997,194.322037,5307626
2020-04-01,195.699997,195.699997,187.000000,189.500000,187.209061,4937834
2020-04-03,188.000000,189.600006,177.750000,180.000000,177.823929,6573737
2020-04-07,188.250000,192.699997,183.050003,191.899994,189.580048,4781431
2020-04-08,191.500000,200.000000,188.800003,192.899994,190.567963,5137654
2020-04-09,198.399994,202.949997,195.050003,196.699997,194.322037,3465173
2020-04-13,198.000000,198.000000,182.899994,189.199997,186.912689,6192188
2020-04-15,190.050003,193.600006,185.800003,186.550003,184.294724,11326003
2020-04-16,180.000000,189.750000,180.000000,187.850006,185.579025,21690423
2020-04-17,192.500000,193.750000,185.550003,187.000000,184.739288,6606447
2020-04-20,189.000000,189.000000,180.149994,181.100006,178.910629,8101513
2020-04-21,179.000000,179.899994,173.800003,178.050003,175.897507,9043309
2020-04-22,177.000000,179.500000,175.050003,178.550003,176.391449,5310949
2020-04-23,179.399994,182.600006,177.100006,180.899994,178.713043,5552230
2020-04-24,179.949997,180.800003,177.149994,177.750000,175.601120,4641139
2020-04-27,180.000000,182.899994,175.500000,182.050003,179.849152,9141625
2020-04-28,182.100006,182.949997,178.000000,179.699997,177.527542,6664917
2020-04-29,180.100006,182.449997,179.399994,180.649994,178.466049,5030291
2020-04-30,185.000000,192.600006,183.550003,190.949997,188.641541,8833927
2020-05-04,184.500000,191.300003,183.050003,190.050003,187.752426,8570370
2020-05-05,191.449997,194.000000,182.199997,184.199997,181.973145,6932389
2020-05-06,185.699997,188.000000,181.000000,187.050003,184.788696,5442790
2020-05-07,184.000000,185.399994,181.199997,184.100006,181.874359,5701069
2020-05-08,185.199997,186.000000,182.550003,184.000000,181.775574,4113672
2020-05-11,185.000000,189.949997,184.100006,184.699997,182.467087,4393833
2020-05-12,184.199997,188.000000,182.600006,187.050003,184.788696,3515409
2020-05-13,191.500000,191.500000,185.149994,189.699997,187.406647,5280484
2020-05-14,184.750000,187.350006,183.100006,186.000000,183.751389,5162197
2020-05-15,186.000000,186.000000,182.649994,183.800003,181.577972,3424515
2020-05-18,182.050003,185.000000,179.600006,182.199997,179.997330,7227243
2020-05-19,182.250000,186.000000,178.000000,184.399994,182.170715,5743334
2020-05-20,185.000000,185.899994,182.199997,184.949997,182.714081,7707853
2020-05-21,183.399994,191.699997,183.399994,189.100006,186.813919,7129115
2020-05-22,189.050003,190.850006,186.449997,189.000000,186.715118,4588826
2020-05-26,189.000000,193.199997,185.699997,188.800003,186.517548,5911134
2020-05-27,189.600006,205.500000,187.699997,201.250000,198.817017,18082968
2020-05-28,203.500000,203.500000,196.050003,199.350006,196.940002,12347623
2020-05-29,199.350006,214.899994,196.149994,212.800003,210.227402,30630211
2020-06-01,215.500000,221.000000,213.399994,215.050003,212.450180,13374624
2020-06-02,215.100006,218.550003,210.949997,215.850006,213.240524,6406277
2020-06-03,216.100006,217.449997,210.550003,211.350006,208.794907,8422101
2020-06-04,211.350006,219.949997,210.149994,216.250000,213.635666,7397468
2020-06-05,220.000000,220.250000,215.000000,218.750000,216.105453,7245584
2020-06-08,219.000000,227.300003,215.850006,226.449997,223.712372,12213696
2020-06-09,224.100006,226.300003,217.149994,218.350006,215.710297,7845252
2020-06-10,220.000000,221.050003,215.600006,217.000000,214.376617,7393646
2020-06-11,217.000000,217.649994,212.350006,212.899994,210.326172,6248745
2020-06-12,208.000000,209.500000,206.300003,207.899994,205.386627,6209344
2020-06-15,211.949997,217.899994,208.149994,213.800003,211.215302,14255725
2020-06-16,217.449997,217.899994,209.600006,212.399994,209.832214,7960856
2020-06-17,212.000000,218.750000,211.050003,217.800003,215.166946,13969454
2020-06-18,216.800003,219.300003,214.649994,218.149994,215.512695,6204213
2020-06-19,218.000000,224.100006,215.000000,222.050003,219.365570,11223677
2020-06-22,221.149994,221.750000,216.800003,218.050003,215.413925,6480903
2020-06-23,215.000000,222.300003,213.000000,220.600006,217.933105,7425149
2020-06-24,224.000000,224.000000,217.550003,218.199997,215.562103,8246086
2020-06-25,216.949997,222.000000,215.300003,218.199997,215.562103,5096846
2020-06-26,219.300003,230.000000,218.300003,225.449997,222.724457,19194506
2020-06-29,222.050003,225.899994,218.699997,219.699997,217.043976,6687074
2020-06-30,219.600006,221.949997,218.000000,219.649994,216.994568,5500693
2020-07-01,221.000000,222.399994,218.350006,219.050003,216.401825,3952617
2020-07-02,221.000000,225.449997,219.550003,224.199997,221.489563,7179941
2020-07-03,224.199997,228.500000,222.649994,224.800003,222.082321,5419456
2020-07-06,225.899994,227.250000,221.600006,222.649994,219.958313,7587814
2020-07-07,223.199997,228.399994,222.000000,224.899994,222.181107,9117569
2020-07-08,226.649994,227.699997,222.500000,223.100006,220.402878,7076184
2020-07-09,224.250000,224.600006,219.649994,221.600006,218.921021,6708998
2020-07-10,221.000000,223.449997,219.500000,222.100006,219.414963,4548759
2020-07-13,223.949997,229.000000,222.550003,227.600006,224.848465,12347310
2020-07-14,228.399994,231.699997,224.100006,225.000000,222.279892,13938567
2020-07-15,236.000000,268.700012,235.000000,262.750000,259.573517,130367588
2020-07-16,262.500000,268.450012,255.050003,261.899994,258.733795,52277927
2020-07-17,258.600006,263.850006,257.000000,261.350006,258.190460,18856512
2020-07-20,261.350006,273.549988,259.000000,270.799988,267.526184,21394990
2020-07-21,278.500000,281.600006,269.399994,271.350006,268.069550,32999050
2020-07-22,272.450012,272.850006,263.649994,266.000000,262.784241,12583854
2020-07-23,268.299988,268.450012,262.549988,266.600006,263.377014,10368328
2020-07-24,267.000000,271.799988,265.549988,270.549988,267.279236,22122123
2020-07-27,270.549988,273.200012,267.149994,268.850006,265.599792,13990247
2020-07-28,269.299988,276.750000,269.299988,275.450012,272.119995,14043807
2020-07-29,273.799988,278.000000,272.350006,277.000000,273.651276,10783639
2020-07-30,280.100006,286.799988,280.100006,284.100006,280.665405,25847295
2020-07-31,289.600006,290.799988,278.600006,280.950012,277.553528,16700660
2020-08-03,283.000000,284.799988,279.500000,281.549988,278.146271,8908763
